Id,MSZoning,Neighborhood,Street,LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
348,RL,NAmes,Pave,17600,6,5,1960,1478,3,2,6,2,498,Normal,157500
349,RL,NridgHt,Pave,2448,7,5,2003,1626,2,2,6,2,474,Normal,154000
351,RL,NridgHt,Pave,7820,9,5,2007,1869,2,2,6,2,617,Partial,318061
352,RL,ClearCr,Pave,5271,7,5,1986,1453,2,1,6,2,445,Abnorml,190000
353,RL,Edwards,Pave,9084,5,6,1941,1111,3,1,5,1,200,Normal,95000
354,RM,OldTown,Pave,8520,6,8,1928,720,2,1,5,2,484,Normal,105900
355,RL,SWISU,Pave,8400,6,5,1940,1595,2,1,6,1,240,Normal,140000
356,RL,CollgCr,Pave,11249,6,5,1995,1200,3,2,6,2,521,Normal,177500
357,RL,Gilbert,Pave,9248,6,6,1992,1167,3,2,6,2,400,Normal,173000
358,RM,MeadowV,Pave,4224,5,5,1976,1142,3,1,6,2,528,Normal,134000
359,RL,ClearCr,Pave,6930,5,4,1958,1352,3,1,6,1,288,Abnorml,130000
360,RL,NoRidge,Pave,12011,8,5,1998,1924,3,2,7,2,592,Normal,280000
361,RL,Mitchel,Pave,7540,6,6,1978,912,2,1,5,2,470,Normal,156000
362,RL,BrkSide,Pave,9144,5,5,1940,1505,3,1,8,1,240,Normal,145000
363,RL,Edwards,Pave,7301,7,5,2003,1922,4,3,7,2,672,Normal,198500
364,RM,BrDale,Pave,1680,6,8,1972,987,2,1,5,1,264,Normal,118000
366,RM,IDOTRR,Pave,10690,5,7,1920,1344,3,1,6,1,468,Normal,147000
367,RL,NAmes,Pave,9500,6,5,1963,1394,3,1,6,2,514,Normal,159000
368,RL,NAmes,Pave,9150,6,5,1962,1431,3,1,6,1,296,Normal,165000
369,RL,NAmes,Pave,7800,5,6,1954,1268,2,1,7,1,244,Normal,132000
370,RL,NAmes,Pave,9830,5,7,1959,1287,3,1,7,2,576,Normal,162000
371,RL,Gilbert,Pave,8121,6,5,2000,1664,3,2,7,2,460,Normal,172400
372,RL,ClearCr,Pave,17120,4,4,1959,1588,4,2,7,2,680,Normal,134432
373,RL,SawyerW,Pave,7175,6,5,1984,752,2,1,4,1,264,Normal,125000
374,RL,NAmes,Pave,10634,5,6,1953,1319,3,1,5,1,270,Normal,123000
375,RL,CollgCr,Pave,8200,7,5,2003,1928,4,2,8,2,434,Normal,219500
376,RL,Edwards,Pave,10020,1,1,1922,904,1,0,4,0,0,Normal,61000
377,RL,CollgCr,Pave,8846,5,5,1996,914,2,1,5,2,576,Normal,148000
380,RL,Gilbert,Pave,8123,6,5,2000,1800,3,2,7,2,463,Normal,179000
381,RL,SWISU,Pave,5000,5,6,1924,1691,3,2,6,1,308,Normal,127000
382,FV,Somerst,Pave,7200,7,5,2006,1301,2,2,5,2,572,Partial,187750
383,RL,CollgCr,Pave,9245,7,5,2006,1797,3,2,8,2,639,Normal,213500
384,RH,SawyerW,Pave,9000,6,3,1928,784,2,1,5,2,360,Normal,76000
386,RL,Blmngtn,Pave,3182,8,5,2004,1269,2,2,6,2,430,Normal,192000
387,RL,Edwards,Pave,8410,5,3,1910,1184,5,1,8,0,0,AdjLand,81000
388,RL,Edwards,Pave,7200,6,6,1976,1125,3,1,6,1,352,Abnorml,125000
389,RL,CollgCr,Pave,9382,7,5,1999,1479,3,2,6,2,577,Normal,191000
391,RL,Edwards,Pave,8405,5,8,1900,1367,4,1,7,1,384,Normal,119000
392,RL,Mitchel,Pave,12209,6,5,2001,1961,3,2,7,2,560,Normal,215000
393,RL,NAmes,Pave,8339,5,7,1959,882,3,1,5,1,294,Normal,106500
394,RL,BrkSide,Pave,7446,4,5,1941,788,2,1,4,0,0,Abnorml,100000
395,RL,OldTown,Pave,10134,5,6,1940,1034,2,1,5,1,240,Normal,109000
396,RL,Edwards,Pave,9571,5,6,1956,1144,3,1,6,1,596,Normal,129000
397,RL,CollgCr,Pave,7200,5,5,1972,894,2,1,6,2,600,Normal,123000
398,RL,NAmes,Pave,7590,5,5,1962,1812,4,2,8,1,264,Normal,169500
399,RM,IDOTRR,Pave,8967,5,2,1920,1077,2,1,6,1,338,Abnorml,67000
400,FV,Somerst,Pave,8125,7,5,2006,1550,2,2,7,2,438,Normal,241000
401,RL,Veenker,Pave,14963,8,5,1996,1288,1,1,4,2,500,Normal,245500
402,RL,CollgCr,Pave,8767,7,5,2005,1310,3,2,6,2,400,Partial,164990
403,RL,Sawyer,Pave,10200,5,8,1940,672,2,1,4,1,240,Normal,108000
404,RL,NoRidge,Pave,12090,8,5,1998,2263,4,2,10,2,420,Abnorml,258000
405,RL,Gilbert,Pave,10364,6,5,1995,1572,3,2,7,2,373,Normal,168000
406,RL,Sawyer,Pave,9991,4,4,1976,1620,3,2,8,2,490,Normal,150000
407,RL,SWISU,Pave,10480,6,5,1936,1639,3,1,6,1,240,Normal,115000
408,RL,Crawfor,Pave,15576,6,7,1915,1680,4,2,8,1,308,Normal,177000
409,RL,NridgHt,Pave,14154,7,5,2006,2172,3,2,9,3,947,Partial,280000
411,RL,Edwards,Pave,9571,5,3,1958,1276,3,1,5,1,350,Abnorml,60000
413,FV,Somerst,Pave,4403,7,5,2009,1478,2,2,7,2,484,Partial,222000
414,RM,OldTown,Pave,8960,5,6,1927,1028,2,1,5,2,360,Normal,115000
415,RL,SawyerW,Pave,11228,7,5,1993,2097,3,2,9,3,678,Normal,228000
416,RL,Gilbert,Pave,8899,7,5,2007,1340,3,2,6,2,396,Partial,181134
417,RL,Sawyer,Pave,7844,6,7,1978,1400,3,1,6,2,440,Normal,149500
419,RL,Edwards,Pave,8160,5,6,1940,1134,3,1,7,1,240,AdjLand,126000
420,RL,NAmes,Pave,8450,5,6,1968,1056,3,1,6,1,304,Normal,142000
421,RM,Mitchel,Pave,7060,7,5,1997,1344,2,2,8,4,784,Alloca,206300
422,RL,NWAmes,Pave,16635,6,7,1977,1602,3,2,8,2,529,Normal,215000
424,RL,NoRidge,Pave,9200,8,5,1998,2630,4,2,8,3,696,Normal,315000
425,RL,NAmes,Pave,9000,6,5,1956,1196,2,1,6,1,297,Normal,139000
426,RM,OldTown,Pave,3378,7,8,1946,1389,3,1,6,1,240,Normal,135000
427,RL,SawyerW,Pave,12800,7,5,1989,1644,2,2,5,2,569,Normal,275000
428,RL,NAmes,Pave,8593,4,6,1957,907,3,1,5,1,352,Normal,109008
429,RL,CollgCr,Pave,6762,7,5,2007,1208,2,2,6,2,628,Partial,195400
430,RL,Timber,Pave,11457,6,5,1988,1412,3,2,6,2,576,Normal,175000
431,RM,BrDale,Pave,1680,6,5,1971,987,2,1,4,1,264,Abnorml,85400
432,RM,OldTown,Pave,5586,6,7,1920,1198,4,1,7,0,0,Abnorml,79900
433,RM,BrDale,Pave,1920,5,5,1971,1365,2,1,6,2,440,Normal,122500
434,RL,Gilbert,Pave,10839,6,5,1997,1604,3,2,7,2,470,Normal,181000
435,RM,MeadowV,Pave,1890,4,7,1972,630,1,1,3,0,0,Normal,81000
436,RL,CollgCr,Pave,10667,7,6,1996,1661,3,2,6,2,550,Normal,212000
437,RM,OldTown,Pave,4400,6,8,1920,1118,2,1,6,2,440,Normal,116000
438,RM,BrkSide,Pave,6000,6,7,1926,904,2,1,4,1,180,Normal,119000
439,RL,Crawfor,Pave,4280,5,6,1913,694,2,1,4,1,352,Normal,90350
440,RL,Edwards,Pave,12354,6,8,1920,1196,3,1,7,2,528,Normal,110000
442,RL,Edwards,Pave,12108,4,4,1955,1440,4,2,8,0,0,Normal,118000
443,RM,BrkSide,Pave,6240,5,7,1930,1573,3,2,8,2,360,Normal,162900
444,RL,Blmngtn,Pave,3922,7,5,2006,1258,2,2,6,3,648,Partial,172500
445,RL,CollgCr,Pave,8750,7,5,1994,1908,4,2,8,2,493,Normal,210000
446,RL,Edwards,Pave,9855,6,5,1956,1689,3,1,7,2,480,Normal,127500
447,RL,NAmes,Pave,16492,6,6,1966,1888,2,2,6,2,578,Normal,190000
448,RL,Gilbert,Pave,11214,7,5,1998,1886,4,2,10,2,431,Normal,199900
449,RM,IDOTRR,Pave,8600,6,6,1937,1376,3,2,7,1,198,Normal,119500
450,RM,OldTown,Pave,6000,3,7,1948,1183,2,1,6,1,308,Normal,120000
451,RM,OldTown,Pave,5684,6,8,1930,813,2,1,5,1,270,Normal,110000
453,RL,Timber,Pave,9303,6,5,1996,1756,3,2,7,2,422,Normal,204000
454,FV,Somerst,Pave,9000,8,5,2008,1590,3,2,6,2,676,Normal,210000
455,RL,Mitchel,Pave,9297,5,5,1976,1728,4,2,8,2,560,Family,188000
456,RL,NWAmes,Pave,9600,7,6,1973,1242,3,1,6,2,528,Normal,175500
457,RM,OldTown,Pave,4571,5,5,1916,1344,4,1,7,3,513,Abnorml,98000
459,RM,OldTown,Pave,5100,8,7,1925,1666,3,1,7,1,228,Normal,161000
460,RL,BrkSide,Pave,7015,5,4,1950,1203,3,1,5,1,352,Normal,110000
461,FV,Somerst,Pave,8004,8,5,2009,1935,3,2,8,2,552,Partial,263435
462,RL,SWISU,Pave,7200,7,9,1936,1135,3,1,6,2,576,Normal,155000
463,RL,Sawyer,Pave,8281,5,5,1965,864,3,1,5,1,360,Normal,62383
464,RL,Crawfor,Pave,11988,6,7,1934,1660,3,1,6,1,240,Normal,188700
465,RL,CollgCr,Pave,8430,5,5,1978,1040,3,2,5,0,0,Normal,124000
466,RM,Blmngtn,Pave,3072,7,5,2004,1414,2,2,6,2,398,Normal,178740
467,RL,NAmes,Pave,10628,7,5,1970,1277,2,1,5,2,526,Normal,167000
468,RL,NAmes,Pave,9480,5,7,1942,1644,3,1,7,1,312,Normal,146500
469,RL,NridgHt,Pave,11428,8,5,2006,1634,3,2,7,3,866,Normal,250000
470,RL,SawyerW,Pave,9291,6,5,1993,1710,3,2,7,2,506,Normal,187000
471,RL,StoneBr,Pave,6820,8,5,1985,1502,1,1,4,2,528,Normal,212000
472,RL,NWAmes,Pave,11952,7,6,1977,1969,3,2,8,2,534,Normal,190000
473,RM,Edwards,Pave,3675,6,5,2005,1072,2,1,5,2,525,Normal,148000
475,RL,StoneBr,Pave,5330,8,5,2000,1652,2,2,6,2,499,Normal,251000
476,RL,Sawyer,Pave,8480,5,6,1963,970,2,1,5,2,624,Normal,132500
477,RL,CollgCr,Pave,13125,6,5,1997,1493,3,2,7,2,508,Normal,208900
479,RL,CollgCr,Pave,10637,8,5,2007,1718,3,2,7,3,826,Normal,297000
480,RM,OldTown,Pave,5925,4,7,1937,1131,2,1,7,2,672,Alloca,89471
483,RM,OldTown,Pave,2500,7,8,1915,1826,4,1,7,1,164,Normal,155000
484,RM,Mitchel,Pave,4500,6,5,1998,1216,2,2,5,2,402,Normal,164000
485,RL,Sawyer,Pave,7758,5,7,1962,999,3,1,6,1,264,Normal,132500
486,RL,NAmes,Pave,9600,5,7,1950,1113,3,1,5,1,264,Normal,147000
487,RL,NAmes,Pave,10289,5,7,1965,1073,3,1,6,2,515,Normal,156000
488,RL,NWAmes,Pave,12243,5,6,1971,1484,3,2,7,2,487,Normal,175000
489,RL,OldTown,Pave,10800,5,4,1900,2414,3,2,10,2,520,Normal,160000
490,RM,MeadowV,Pave,1526,4,8,1970,630,1,1,3,1,286,Normal,86000
491,RM,MeadowV,Pave,2665,5,6,1976,1304,3,1,4,1,336,Normal,115000
492,RL,NAmes,Pave,9490,6,7,1941,1578,3,1,5,1,240,Normal,133000
493,RL,Gilbert,Pave,15578,6,5,2006,1456,3,2,8,2,429,Partial,172785
494,RL,NAmes,Pave,7931,5,6,1960,1269,3,1,6,1,308,Normal,155000
495,RM,OldTown,Pave,5784,5,8,1938,886,2,1,4,1,273,Normal,91300
496,C (all),IDOTRR,Pave,7879,4,5,1920,720,2,1,4,0,0,Abnorml,34900
498,RL,BrkSide,Pave,9120,7,6,1925,1820,4,2,8,1,240,Normal,184000
499,RL,Sawyer,Pave,7800,5,7,1967,899,3,1,5,1,288,Normal,130000
500,RL,NAmes,Pave,7535,5,7,1958,912,2,1,5,1,297,Normal,120000
501,RM,BrDale,Pave,1890,6,5,1973,1218,3,1,7,1,264,Normal,113000
502,FV,Somerst,Pave,9803,7,5,2005,1768,3,2,7,2,603,Normal,226700
503,RL,Edwards,Pave,9170,5,7,1965,1214,2,1,6,2,461,Normal,140000
504,RL,Crawfor,Pave,15602,7,8,1959,1801,1,2,6,2,484,Normal,289000
505,RL,NPkVill,Pave,2308,6,5,1974,1322,3,2,6,2,440,Normal,147000
506,RM,OldTown,Pave,7596,5,5,1952,1960,4,2,10,2,400,Normal,124500
507,RL,SawyerW,Pave,9554,8,5,1993,1911,3,2,8,2,471,Normal,215000
508,FV,Somerst,Pave,7862,6,5,2009,1218,2,2,4,2,676,Partial,208300
509,RM,OldTown,Pave,9600,7,9,1928,1378,3,2,7,2,360,Normal,161000
510,RL,NAmes,Pave,9600,5,6,1959,1041,3,1,6,1,270,Normal,124500
511,RL,NAmes,Pave,14559,5,7,1951,1363,2,1,6,1,288,Normal,164900
512,RL,NridgHt,Pave,6792,7,5,2005,1368,2,2,6,2,474,Partial,202665
513,RL,NAmes,Pave,9100,5,5,1958,864,3,1,5,2,624,Normal,129900
514,RL,Mitchel,Pave,9187,6,5,1983,1080,3,1,5,2,484,Normal,134000
515,RL,Crawfor,Pave,10594,5,5,1926,789,2,1,5,1,200,Normal,96500
517,RL,NWAmes,Pave,10448,6,6,1972,2119,3,2,7,2,583,Abnorml,158000
518,RL,NoRidge,Pave,10208,7,5,1996,2344,3,2,7,3,889,Normal,265000
519,RL,CollgCr,Pave,9531,6,5,1998,1796,3,2,7,2,546,Normal,211000
520,RL,Crawfor,Pave,10918,7,9,1926,2080,3,1,9,1,282,Normal,234000
521,RL,OldTown,Pave,10800,4,7,1900,1294,3,2,7,0,0,Normal,106250
522,RL,NAmes,Pave,11988,6,6,1957,1244,3,1,6,1,336,Normal,150000
523,RM,BrkSide,Pave,5000,6,7,1947,1664,3,2,7,2,420,Normal,159000
525,RL,NoRidge,Pave,11787,7,5,1996,2398,3,2,8,3,834,Normal,315750
526,FV,Somerst,Pave,7500,7,5,2005,1266,3,2,6,2,453,Normal,176000
527,RL,NAmes,Pave,13300,5,7,1956,928,2,1,4,1,252,Normal,132000
529,RL,Edwards,Pave,9098,4,7,1920,605,2,1,5,0,0,Normal,86000
531,RL,Timber,Pave,10200,6,5,1988,1509,3,2,5,2,600,Abnorml,175000
532,RM,BrkSide,Pave,6155,6,8,1920,1362,3,2,6,2,502,Normal,128000
533,RL,NAmes,Pave,7200,5,7,1955,827,2,1,5,1,392,Normal,107500
534,RL,BrkSide,Pave,5000,1,3,1946,334,1,1,2,0,0,Normal,39300
535,RL,Gilbert,Pave,9056,8,5,2004,1414,3,2,6,2,403,Normal,178000
536,RL,Edwards,Pave,7000,5,7,1910,1347,3,1,5,0,0,Normal,107500
537,RL,CollgCr,Pave,8924,7,5,1998,1724,3,2,8,2,527,Normal,188000
538,RL,NAmes,Pave,12735,4,5,1972,864,3,1,5,2,576,Normal,111250
539,RL,Sawyer,Pave,11553,5,5,1968,1159,3,1,7,1,336,Normal,158000
540,RL,CollgCr,Pave,11423,8,5,2001,1601,3,2,6,2,670,Normal,272000
541,RL,Timber,Pave,14601,9,5,2006,1838,2,2,8,3,765,Normal,315000
542,RL,NoRidge,Pave,11000,8,5,2000,2285,4,2,8,3,648,Normal,248000
543,RL,NWAmes,Pave,10140,7,5,1998,1680,3,2,7,2,583,Normal,213250
544,RH,NAmes,Pave,4058,7,5,1998,767,1,1,4,1,367,Normal,133000
545,RL,Gilbert,Pave,17104,7,5,2006,1496,3,2,7,2,426,Partial,179665
546,RL,NWAmes,Pave,13837,7,5,1988,2183,4,2,9,3,786,Normal,229000
547,RL,BrkSide,Pave,8737,6,7,1923,1635,3,1,6,2,440,Normal,210000
548,RL,Mitchel,Pave,7244,5,7,1970,768,2,1,5,2,624,Normal,129500
549,RM,OldTown,Pave,8235,5,7,1955,825,2,1,4,2,720,Normal,125000
550,FV,Somerst,Pave,9375,7,5,2003,2094,4,2,8,2,615,Normal,263000
551,RL,NPkVill,Pave,4043,6,6,1977,1069,2,2,4,2,440,Abnorml,140000
552,RM,OldTown,Pave,6000,5,6,1957,928,3,1,5,1,288,Normal,112500
553,RL,NridgHt,Pave,11146,8,5,2006,1717,3,2,7,3,908,Normal,255500
554,RL,Edwards,Pave,8777,4,5,1949,1126,2,2,5,2,520,Normal,108000
555,RL,NridgHt,Pave,10625,7,5,2003,2046,3,2,8,3,871,Normal,284000
556,RM,BrkSide,Pave,6380,5,6,1922,1048,2,1,5,1,280,Normal,113000
557,RL,NAmes,Pave,14850,5,5,1957,1092,2,1,6,1,299,Normal,141000
558,C (all),IDOTRR,Pave,11040,4,6,1920,1336,3,1,7,1,570,Normal,108000
560,RL,Blmngtn,Pave,3196,7,5,2003,1557,2,2,7,2,420,Normal,234000
561,RL,Sawyer,Pave,11341,5,6,1957,1392,3,1,5,2,528,Normal,121500
562,RL,Mitchel,Pave,10010,5,5,1974,1389,2,1,6,2,418,Normal,170000
563,RL,Edwards,Pave,13907,5,6,1940,996,3,1,6,0,0,Normal,108000
565,RL,NoRidge,Pave,13346,7,5,1992,2295,4,2,9,2,590,Normal,268000
566,RL,SWISU,Pave,6858,6,4,1915,1647,4,1,6,1,216,Normal,128000
568,RL,NridgHt,Pave,10171,7,5,2004,1535,3,2,7,2,532,Normal,214000
569,RL,SawyerW,Pave,12327,8,8,1983,2132,1,1,5,2,612,Normal,316600
570,RL,NAmes,Pave,7032,5,5,1979,943,2,1,4,2,600,Normal,135960
571,RL,NAmes,Pave,13101,5,5,1965,1728,6,2,10,2,576,Normal,142600
572,RL,NAmes,Pave,7332,6,6,1959,864,2,1,4,1,288,Abnorml,120000
573,RL,Timber,Pave,13159,7,5,2009,1692,3,2,6,2,650,Partial,224500
574,RL,Gilbert,Pave,9967,7,5,2000,1430,3,2,8,2,400,Normal,170000
575,RL,NAmes,Pave,10500,5,7,1971,1109,3,1,5,1,288,Normal,139000
576,RL,NAmes,Pave,8480,5,5,1947,1216,2,1,6,1,336,Abnorml,118500
577,RL,SWISU,Pave,6292,7,7,1928,1477,3,2,6,1,216,Normal,145000
578,RL,Sawyer,Pave,11777,5,6,1966,1320,3,1,6,2,564,Abnorml,164500
579,FV,Somerst,Pave,3604,7,5,2007,1392,2,2,5,2,540,Abnorml,146000
580,RM,OldTown,Pave,12150,5,5,1954,1795,4,2,7,1,352,Normal,131500
581,RL,NAmes,Pave,14585,6,6,1960,1429,3,1,7,2,572,Normal,181900
583,RL,Edwards,Grvl,11841,6,5,1990,816,3,1,5,0,0,Normal,118500
585,RM,BrkSide,Pave,6120,4,7,1935,1573,3,1,6,1,240,Normal,133000
587,RL,BrkSide,Pave,10267,6,7,1918,838,2,1,5,1,275,Normal,130000
588,RL,Sawyer,Pave,8740,5,6,1982,860,2,1,4,2,528,Normal,137000
590,RM,BrkSide,Pave,9100,5,6,1930,935,2,1,4,1,308,Normal,79500
591,RL,CollgCr,Pave,8320,7,5,2004,1582,3,2,6,2,520,Normal,185900
593,RL,Mitchel,Pave,6600,5,8,1982,816,2,1,4,2,816,Normal,138000
594,RM,CollgCr,Pave,4435,6,5,2003,848,1,1,4,2,420,Normal,140000
595,RL,CollgCr,Pave,7990,5,6,1975,924,3,1,5,1,280,Normal,110000
596,RL,StoneBr,Pave,11302,8,5,2005,1826,3,2,7,3,758,Partial,319000
597,RM,OldTown,Pave,3600,6,7,1910,1368,3,1,7,1,216,Normal,114504
598,RL,Blmngtn,Pave,3922,7,5,2006,1402,2,0,7,3,648,Partial,194201
599,RL,Crawfor,Pave,12984,5,6,1977,1647,3,2,7,2,621,Normal,217500
600,RM,Blueste,Pave,1950,6,6,1980,1556,3,2,6,2,452,Normal,151000
601,RL,NridgHt,Pave,10927,8,5,2005,1904,3,2,8,2,736,Normal,275000
602,RM,IDOTRR,Pave,9000,6,6,1937,1375,3,1,6,1,544,Normal,141000
603,RL,SawyerW,Pave,10041,8,5,1992,1915,3,2,8,2,506,Abnorml,220000
604,FV,Somerst,Pave,3182,7,5,2004,1200,2,2,4,2,480,Normal,151000
605,RL,CollgCr,Pave,12803,7,5,2002,1494,3,2,6,2,530,Normal,221000
606,RL,NAmes,Pave,13600,7,6,1965,1986,3,2,7,2,486,Normal,205000
607,RL,CollgCr,Pave,12464,5,5,1996,1040,3,1,6,2,576,Normal,152000
608,RL,Edwards,Pave,7800,5,8,1948,2008,3,3,8,1,230,Normal,225000
610,RL,Sawyer,Pave,7943,4,5,1961,1029,3,1,5,1,261,Normal,118500
611,RL,CollgCr,Pave,11050,9,5,2000,2153,3,2,8,3,736,Normal,313000
612,RL,NWAmes,Pave,10395,6,6,1978,1032,3,2,6,2,564,Normal,148000
613,RL,CollgCr,Pave,11885,8,5,2001,1872,3,2,7,2,531,Normal,261500
614,RL,Mitchel,Pave,8402,5,5,2007,1120,3,1,6,0,0,Partial,147000
615,RM,MeadowV,Pave,1491,4,6,1972,630,1,1,3,0,0,Normal,75500
616,RL,NAmes,Pave,8800,6,7,1963,1054,3,1,6,2,480,Abnorml,137500
617,RL,Gilbert,Pave,7861,6,5,2002,1509,3,2,7,2,393,Normal,183200
618,RL,NAmes,Pave,7227,6,6,1954,832,2,1,4,2,528,Normal,105500
619,RL,NridgHt,Pave,11694,9,5,2007,1828,3,2,9,3,774,Partial,314813
620,RL,Timber,Pave,12244,8,5,2003,2262,4,2,10,3,749,Normal,305000
621,RL,Edwards,Pave,8248,3,3,1914,864,2,1,5,0,0,Normal,67000
622,RL,NWAmes,Pave,10800,6,7,1974,2614,4,2,9,2,624,Normal,240000
623,RL,Sawyer,Pave,7064,5,6,1977,980,3,1,6,2,484,Normal,135000
624,FV,Somerst,Pave,2117,6,5,2000,1512,2,2,4,2,440,Normal,168500
625,RL,NWAmes,Pave,10400,6,5,1972,1790,4,1,8,2,484,Normal,165150
626,RL,NAmes,Pave,10000,6,6,1962,1116,3,1,5,2,440,Normal,160000
627,RL,NAmes,Pave,12342,5,5,1960,1422,3,1,6,1,286,Normal,139900
628,RL,NAmes,Pave,9600,6,6,1955,1520,3,1,7,1,364,Normal,153000
629,RL,NAmes,Pave,11606,5,5,1969,2080,5,1,9,2,504,Family,135000
630,RL,NAmes,Pave,9020,6,5,1964,1350,3,1,6,2,520,Normal,168500
632,RL,NridgHt,Pave,4590,8,5,2006,1554,2,2,6,2,627,Normal,209500
633,RL,NWAmes,Pave,11900,7,5,1977,1411,3,2,6,2,544,Family,82500
634,RL,NAmes,Pave,9250,5,7,1954,1056,3,1,6,1,260,Normal,139400
635,RL,OldTown,Pave,6979,6,5,1980,1056,0,0,4,2,576,Normal,144000
637,RM,BrkSide,Pave,6120,2,3,1936,800,1,1,4,0,0,Normal,60000
638,RM,OldTown,Pave,6000,5,4,1954,1387,3,2,7,1,256,Normal,93000
639,RL,Edwards,Pave,8777,5,7,1910,796,2,1,4,0,0,Normal,85000
640,RL,Blmngtn,Pave,3982,8,5,2006,1567,1,2,7,3,648,Partial,264561
641,RL,NridgHt,Pave,12677,8,5,2003,1518,1,1,6,2,588,Normal,274000
642,FV,Somerst,Pave,7050,7,5,2001,1929,3,2,7,2,650,Normal,226000
644,RL,NWAmes,Pave,10793,5,5,1969,1620,4,2,7,2,462,Normal,152000
646,RL,NAmes,Pave,10530,6,5,1971,981,3,1,5,2,576,Normal,143250
647,RL,NAmes,Pave,7200,5,5,1950,1048,3,1,7,2,420,Normal,98300
648,RL,Edwards,Pave,10452,6,5,1953,1094,3,1,5,2,495,Normal,155000
649,RL,NAmes,Pave,7700,6,5,1966,1839,4,1,7,2,442,Normal,155000
650,RM,MeadowV,Pave,1936,4,6,1970,630,1,1,3,0,0,Normal,84500
651,FV,Somerst,Pave,8125,7,6,2007,1665,3,2,7,2,562,Normal,205950
652,RL,Edwards,Pave,9084,4,5,1940,1510,4,1,7,1,296,Normal,108000
653,RL,CollgCr,Pave,8750,7,5,1996,1716,2,2,7,2,512,Normal,191000
654,RM,IDOTRR,Pave,10320,6,7,1906,1469,3,1,7,1,216,Normal,135000
656,RM,BrDale,Pave,1680,6,5,1971,1092,3,1,6,1,264,Family,88000
657,RL,NAmes,Pave,10007,5,7,1959,1053,3,1,5,1,312,Normal,145500
658,RL,Crawfor,Pave,7200,7,6,1931,1502,3,1,6,1,270,Normal,149000
659,RL,NAmes,Pave,17503,6,5,1948,1458,3,1,6,1,330,Abnorml,97500
660,RL,Edwards,Pave,9937,5,7,1964,1486,3,1,7,2,480,Normal,167000
661,RL,NWAmes,Pave,12384,7,7,1976,1935,3,2,7,2,550,Normal,197900
663,RL,NAmes,Pave,13560,6,3,1968,1392,2,1,5,2,576,Normal,110000
664,RL,Edwards,Pave,10012,4,5,1972,1181,3,2,6,2,588,Normal,137500
666,RL,Gilbert,Pave,11194,8,5,2000,1936,3,2,7,2,504,Normal,230500
668,RL,SawyerW,Pave,8125,6,5,1994,1679,3,2,7,2,575,Normal,193500
669,RL,Sawyer,Pave,14175,5,6,1956,1437,3,1,6,2,576,Normal,168000
670,RL,Crawfor,Pave,11600,4,5,1922,1180,2,1,5,1,252,Normal,137500
671,RL,CollgCr,Pave,8633,6,5,2005,1476,3,2,7,2,540,Normal,173500
672,RH,Edwards,Pave,6629,6,6,1925,1369,3,2,6,1,300,Normal,103600
673,RL,Veenker,Pave,11250,6,6,1977,1208,3,1,6,2,546,Normal,165000
674,RL,Crawfor,Pave,14442,6,7,1957,1839,3,2,7,2,416,Normal,257500
675,RL,NAmes,Pave,9200,6,6,1965,1136,3,1,5,1,384,Normal,140000
676,RL,NPkVill,Pave,2289,6,6,1978,1441,3,2,7,2,440,Normal,148500
677,RM,OldTown,Pave,9600,4,2,1900,1774,4,2,8,3,779,Normal,87000
678,RL,OldTown,Pave,9022,5,8,1924,792,2,1,5,1,240,Normal,109500
680,RL,Sawyer,Pave,9945,5,5,1961,988,3,1,5,2,572,Normal,128500
681,RL,SawyerW,Pave,8012,6,5,1980,923,2,2,5,1,264,Normal,143000
682,RH,SWISU,Pave,4500,5,5,1932,1520,3,1,6,1,281,Abnorml,159434
683,RL,ClearCr,Pave,2887,6,5,1996,1291,2,1,6,2,431,Normal,173000
684,RL,CollgCr,Pave,11248,9,5,2002,1668,3,2,7,3,702,Normal,285000
685,RL,NoRidge,Pave,16770,7,5,1998,1839,4,2,7,2,486,Normal,221000
686,RL,StoneBr,Pave,5062,7,5,1984,2090,3,2,6,2,577,Normal,207500
687,FV,Somerst,Pave,10207,7,6,2007,1761,3,3,7,2,578,Partial,227875
688,FV,Somerst,Pave,5105,7,5,2004,1102,2,2,4,2,480,Normal,148800
690,RL,NridgHt,Pave,7577,6,5,2005,1362,2,2,6,2,460,Normal,194700
691,RM,CollgCr,Pave,4426,6,5,2004,848,1,1,3,2,420,Normal,141000
694,RL,OldTown,Pave,5400,5,6,1921,1073,2,1,4,1,326,Abnorml,108480
695,RM,BrkSide,Pave,6120,5,6,1936,1539,3,1,5,2,576,Normal,141500
696,RL,Timber,Pave,13811,6,6,1987,1137,2,2,5,2,551,Normal,176000
697,RM,BrkSide,Pave,6000,5,7,1921,616,2,1,4,1,205,Normal,89000
698,RL,Edwards,Pave,6420,5,7,1952,1148,2,1,6,1,308,Normal,123500
699,RL,Sawyer,Pave,8450,5,8,1965,894,3,1,5,1,336,Normal,138500
700,FV,Somerst,Pave,4282,7,5,2004,1391,2,2,5,2,530,Normal,196000
701,RL,Timber,Pave,14331,8,5,2002,1800,3,2,7,3,765,Normal,312500
702,RL,NWAmes,Pave,9600,7,5,1969,1164,3,1,6,2,528,Normal,140000
